company_name;founded;industry;location;about;stage;amount;Table
REVOS;2017;Automotive;Bangalore;REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions;Series A;3720000;2021
CRED;2018;FinTech;Bangalore;CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.;Series D;199950000;2021
Zetwerk;2018;Mechanical & Industrial Engineering;Bangalore;ZETWERK is a universal manufacturing network powered by new-age technology.;Series E;139500000;2021
Khatabook;2018;Financial Services;Bangalore;Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.;Series C;93000000;2021
Pocket FM;2018;OTT;Bangalore;Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.;Series B;20460000;2021
KreditBee;2018;FinTech;Bangalore;KreditBee is an Instant Personal Loan Platform for Young Professionals.;Series C;69750000;2021
WizKlub;2018;EdTech;Bangalore;Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children;Pre-series A;744000;2021
Supply6;2018;Helathcare;Bangalore;Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.;Seed;93000;2021
Zetwerk;2018;E-commerce;Bangalore;Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.;Series D;111600000;2021
ReadyAssist;2018;Vehicle repair startup;Bangalore;ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.;Seed;930000;2021
Cred;2018;FinTech;Bangalore;CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.;Series C;75330000;2021
Digantara;2018;SpaceTech;Bangalore;Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage;Seed;2325000;2021
Loco;2018;Gaming;Bangalore;Loco is India's leading live game streaming app.;Seed;8370000;2021
KreditBee;2018;FinTech;Bangalore;KreditBee is a digital lending platform developed to assist young professionals with their personal finances.;Seed;69750000;2021
4baseCare;2018;HealthTech;Bangalore;4baseCare develops a unified and patient-centric ecosystem to fight cancer.;Pre-series A;1860000;2021
Riskcovry;2018;InsureTech;Bangalore;"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.";Series A;4650000;2021
KoineArth;2018;Blockchain startup;Bangalore;Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design;Pre-series A;1674000;2021
BricSpaces;2018;Real estate;Bangalore;A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.;Pre-seed;325500;2021
ForeignAdmits;2018;Higher Education;Bangalore;“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.;Seed;372000;2021
FloCareer;2018;Information Services;Bangalore;"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.";Series A;5301000;2021
CRED;2018;Finance;Bangalore;CRED is a credit card payment platform that rewards users with points for paying their bills.;Series E;232500000;2021
VRO Hospitality;2018;Hospitality;Bangalore;One of the fastest-growing hospitality companies based out of Bangalore.;Series A;2790000;2021
Flatheads;2018;Apparel & Fashion;Bangalore;Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.;Pre-series A;930000;2021
Unbox Robotics;2019;AI startup;Bangalore;Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.;Pre-series A;1116000;2021
Chara;2019;Deep Tech;Bangalore;A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.;Seed;790500;2021
TagZ Foods;2019;Food;Bangalore;TagZ Foods is a supplier of snacks and food products.;Pre-series A;465000;2021
Dybo;2019;IT;Bangalore;Product Visualisation Technology for Commerce;Seed;93000;2021
Superpro.ai;2019;Video communication;Bangalore;Enabling independent professionals to bring offline consulting online with AI;Seed;2790000;2021
Xpresslane;2019;Tech startup;Bangalore;Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.;Pre-seed;372000;2021
FRND;2019;Online Media;Bangalore;FRND is an audio dating app for Bharat;Series A;6045000;2021
Captain Fresh;2019;Logistics & Supply Chain;Bangalore;A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.;Series B;37200000;2021
Kohbee;2019;E-learning;Bangalore;Kohbee is a mobile app for online trainers and educators to run their online business, end to end.;Pre-seed;218550;2021
RIPPLR;2019;Logistics & Supply Chain;Bangalore;India’s first Plug-n-Play distribution ecosystem for brands;Pre-series B;11160000;2021
Newton School;2019;EdTech;Bangalore;Newton School is a platform to learn and develop skills that you need for your best Tech career.;Series A;4650000;2021
Saveo;2019;HealthTech;Bangalore;Saveo operates a business-to-business e-commerce platform focused on pharmacies.;Seed;3720000;2021
Finsall;2019;Insuretech;Bangalore;Finsall provides Insurance Premium Financing;Seed;279000;2021
Strata;2019;Real Estate;Bangalore;Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate;Series A;5580000;2021
Go Swift;2019;Consumer Services;Bangalore;Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.;Pre-series A;1860000;2021
SuperBeings;2019;Computer software;Bangalore;Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.;Seed;0;2021
Captain Fresh;2019;Logistics;Bangalore;A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.;Series A;11160000;2021
Arcana;2019;Information Technology;Bangalore;Arcana is the Storage Layer of Ethereum.;Seed;344100;2021
Neverinstall;2019;Information Technology;Bangalore;A cloud platform to bring any GUI application regardless of OS and Device type to the browser.;Seed;344100;2021
CanPe;2019;Computer software;Bangalore;Digital-first debt collections platform that is driven by compassion, and powered by AI.;Seed;0;2021
Fyllo;2019;AgriTech;Bangalore;Fyllo brings farms on palms by installing on field devices and actions on top of this data.;Seed;372000;2021
Dropshop;2019;Logistics;Bangalore;Building technology to make distribution efficient and cheaper for large and small FMCG companies;Pre-series A;930000;2021
Fampay;2019;FinTech;Bangalore;India's first numberless card and UPI without a bank account;Series A;35340000;2021
Apna;2019;Human Resources;Bangalore;India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level;Series B;65100000;2021
Rupifi;2019;FinTech;Bangalore;Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.;Pre-series A;3813000;2021
Masai School;2019;EdTech;Bangalore;Masai School is a job-oriented software training services.;Series A;4650000;2021
FloBiz;2019;Tech Startup;Bangalore;India’s first neobusiness platform;Series A;9300000;2021
Pixxel;2019;SpaceTech;Bangalore;Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.;Seed;6789000;2021
Leap Finance;2019;FinTech;Bangalore;Leap Finance is a fintech startup for Indian students pursuing international higher education;Series B;15810000;2021
Captain Fresh;2019;Supply chain platform;Bangalore;Captain Fresh is a freshwater fish and seafood supply chain platform.;Seed;2790000;2021
Karbon Card;2019;FinTech;Bangalore;Karbon Card is a financial platform for Indian entrepreneurs.;Pre-series A;930000;2021
Plum;2019;HealthCare;Bangalore;High quality health insurance and health benefits;Series A;13950000;2021
Convin;2019;SaaS startup;Bangalore;Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.;Pre-seed;279000;2021
RuleZero;2019;Tech Startup;Bangalore;Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.;Seed;930000;2021
Myelin Foundry;2019;AI startup;Bangalore;Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices;Pre-series A;930000;2021
Fi;2019;Financial Services;Bangalore;Fi is a neo bank.;Series B;46500000;2021
DGV;2019;Information Technology & Services;Bangalore;NeoBanking for Bharat;Pre-series A;2790000;2021
Simple Energy;2019;Automotive;Bangalore;A Research and development driven company on a mission to build the future of mobility that is electric and connected.;Pre-series;19530000;2021
SALT;2019;Financial Services;Bangalore;Salt is a neo-banking experience created to cater to international businesses.;Pre-seed;465000;2021
Zenduty;2019;Computer Software;Bangalore;Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams;Pre-series A;1767000;2021
Rulezero;2019;Financial Services;Bangalore;Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.;Seed;2325000;2021
Karbon Card;2019;FinTech;Bangalore;Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.;Pre-series A;11160000;2021
Klub;2019;Financial Services;Bangalore;A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.;Debt;1860000;2021
FloBiz;2019;Information Technology & Services;Bangalore;Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.;Series B;28830000;2021
Aerchain;2019;Computer Software;Bangalore;Advance Source-to-Pay cycle to a new level with Artificial Intelligence!;Pre-series A;2790000;2021
Ayu Health;2019;Health, Wellness & Fitness;Bangalore;Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.;Series A;5859000;2021
Apna;2019;Recruitment;Bangalore;India's largest professional networking & job opportunities platform for the rising workforce.;Series C;93000000;2021
Anveshan;2019;Food Production;Bangalore;Revolutionizing the food industry through technology by providing high-quality traceable food products;Seed;465000;2021
Neokred;2019;FinTech;Bangalore;Democratizing Open Banking;Seed;465000;2021
Leap Finance;2019;Financial Services;Bangalore;International education loans for high potential students.;Series C;51150000;2021
WeRize;2019;Financial Services;Bangalore;India’s first socially distributed full stack financial services platform for small town India;Series A;7440000;2021
